$csv_data = <<<'CSV'
"post_title","post_name","post_status","artsgruppe","vitenskapelig_navn","kort_beskrivelse","lang_beskrivelse","storrelse","vekt","kjennetegn","levested","utbredelse","sesong_aktiv_periode","mat_naering","rodlistestatus","status_i_norge","artsdatabanken_takson_id","kilde_artsdatabanken","kilde_snl","kilde_fuglevennen_miljolaere","kilde_birdlife_fugleatlas","sist_kontrollert","importstatus"
"Ravn","ravn","publish","Fugler","Corvus corax","Ravn er den største kråkefuglen i Norge og finnes i mange naturtyper fra kyst til fjell.","Ravn er en stor og intelligent kråkefugl med svart fjærdrakt, kraftig nebb og kileformet stjert. Den hekker i bergvegger, trær og andre utilgjengelige steder, og finnes fra kyst til fjell. Arten er altetende og tar både åtsel, smådyr, egg, fugler og planteføde.","Ca. 54–67 cm","Ca. 0,7–1,6 kg","Stor svart kråkefugl med kraftig nebb, kileformet stjert og dype, grove lyder.","Fjell, berg og ur, skog, semi-naturlig mark og kyst.","Hekker over store deler av Norge.","Hele året. Hovedsakelig standfugl.","Åtsel, smådyr, fugler, egg, insekter, bær, avfall og annen tilgjengelig føde.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203636","https://artsdatabanken.no/arter/takson/203636","https://snl.no/ravn","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 6 - grunnfelt kontrollert"
"Ringdue","ringdue","publish","Fugler","Columba palumbus","Ringdue er en stor due med hvit halsflekk og tydelige hvite vingefelt.","Ringdue er Norges største dueart. Den har grå kropp, hvit halsflekk hos voksne fugler og brede hvite vingebånd som synes godt i flukt. Arten hekker i skog, parker, hager og kulturlandskap, og lever hovedsakelig av planteføde.","Ca. 38–43 cm","Ca. 400–600 g","Stor due med grå kropp, hvit halsflekk, hvite vingebånd og kraftig vingeslag.","Skog, semi-naturlig mark, parker, hager og sterkt endret mark.","Hekker vanlig i store deler av Norge, særlig i lavlandet og kulturlandskapet.","Trekkfugl eller delvis standfugl. Mange trekker sørover, men noen overvintrer.","Frø, korn, knopper, blader, bær og andre plantedeler.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203507","https://artsdatabanken.no/arter/takson/203507","https://snl.no/ringdue","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 6 - grunnfelt kontrollert"
"Ringtrost","ringtrost","publish","Fugler","Turdus torquatus","Ringtrost er en fjell- og kysttrost med lys brystkrage hos voksne fugler.","Ringtrost er en mørk trost som ligner svarttrost, men har en tydelig lys halvmåneformet brystkrage hos voksne fugler. Arten hekker i fjellområder, berglendte kystområder og åpne heiområder. Den lever av smådyr og bær.","Ca. 23–26 cm","Ca. 90–140 g","Mørk trost med lys brystkrage, lysere vingekanter og skjellaktige tegninger, særlig hos hunnen.","Fjell, berg og ur, kyst og åpne heiområder.","Hekker i fjell- og kystområder i Norge.","Trekkfugl. Ses i Norge vår til høst.","Insekter, mark, snegler og bær.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203722","https://artsdatabanken.no/arter/takson/203722","https://snl.no/ringtrost","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 6 - grunnfelt kontrollert"
"Rosenfink","rosenfink","publish","Fugler","Carpodacus erythrinus","Rosenfink er en fink der voksne hanner har rosenrød fjærdrakt, vurdert som nær truet i Norge.","Rosenfink er en mellomstor fink med kraftig nebb. Voksne hanner er rødlige på hode, bryst og overgump, mens hunner og ungfugler er brunstripete. Arten hekker i buskrike, fuktige og åpne landskap, ofte nær våtmark, kyst og skogkanter.","Ca. 14–15 cm","Ca. 20–30 g","Voksen hann er rosenrød på hode, bryst og overgump. Hunnen er brunstripet og mer diskret.","Våtmark, kyst, skog og semi-naturlig mark med busker og kratt.","Hekker fåtallig og spredt i Norge, særlig i egnede buskrike områder.","Trekkfugl. Ses i Norge vår til høst.","Frø, knopper, bær og insekter.","NT – Nær truet","Finnes i Norge. Etablert, men fåtallig hekkefugl.","203756","https://artsdatabanken.no/arter/takson/203756","https://snl.no/rosenfink","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 6 - grunnfelt kontrollert"
"Rugde","rugde","publish","Fugler","Scolopax rusticola","Rugde er en skogssnipe med lang nebb og brunspettet kamuflasjedrakt.","Rugde er en stor snipe som lever i skog og fuktige skogsområder. Den har lang rett nebb, brunspettet kamuflasjedrakt og store øyne plassert høyt på hodet. Hannene har karakteristisk spillflukt i skumringen om våren og sommeren.","Ca. 33–38 cm","Ca. 250–420 g","Stor snipe med langt nebb, bred kropp, store øyne og brunspettet kamuflasjedrakt.","Skog, særlig fuktig løv- og blandingsskog med myk jord.","Hekker i skogområder i store deler av Norge.","Trekkfugl eller delvis overvintrende i milde kystområder.","Meitemark, insekter, larver og andre smådyr i jord og strølag.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3727","https://artsdatabanken.no/arter/takson/3727","https://snl.no/rugde","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 6 - grunnfelt kontrollert"
"Rødnebbterne","roednebbterne","publish","Fugler","Sterna paradisaea","Rødnebbterne er en grasiøs kyst- og fjellterne med svært lang trekkreise.","Rødnebbterne er en slank terne med gråhvit kropp, svart hette, rødt nebb og røde bein. Den hekker i kolonier på holmer, strender, skjær og noen steder i myr- og fjellområder. Arten er kjent for å trekke svært langt mellom Arktis og havområder langt sør.","Ca. 34 cm","Ca. 100 g","Gråhvit terne med svart hette, rødt nebb, røde bein og lang, dypt kløftet stjert.","Kyst, saltvann, fjæresone, våtmark, ferskvann og fjellnære hekkeplasser.","Hekker langs norskekysten, særlig i nord, og lokalt ved ferskvann og i fjellområder.","Trekkfugl. Hekker i Norge om sommeren og trekker svært langt utenom hekketiden.","Småfisk, planktoniske krepsdyr og insekter som fanges ved stupdykking eller plukking.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3771","https://artsdatabanken.no/arter/takson/3771","https://snl.no/r%C3%B8dnebbterne","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 6 - grunnfelt kontrollert"
"Rødstilk","roedstilk","publish","Fugler","Tringa totanus","Rødstilk er en vadefugl med røde bein og klare varselrop, vurdert som nær truet i Norge.","Rødstilk er en mellomstor vadefugl med røde bein og rødlig nebbbasis. Den hekker i våtmark, myr, strandenger og andre åpne fuktige områder, og varsler ofte høylytt rundt reirplassen. Arten søker næring i grunt vann, mudder og fuktig mark.","Ca. 27–29 cm","Ca. 85–155 g","Røde bein, rødlig nebbbasis, brunspettet overside og bred hvit bakkant på vingene i flukt.","Våtmark, semi-naturlig mark, fjell, skogkanter, fjæresone, kyst og ferskvann.","Hekker i egnede våtmarks- og kystområder i store deler av Norge.","Trekkfugl. Ses i Norge vår til høst.","Insekter, larver, krepsdyr, bløtdyr, mark og andre smådyr.","NT – Nær truet","Finnes i Norge. Etablert hekkefugl.","3736","https://artsdatabanken.no/arter/takson/3736","https://snl.no/r%C3%B8dstilk","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 6 - grunnfelt kontrollert"
"Rødstjert","roedstjert","publish","Fugler","Phoenicurus phoenicurus","Rødstjert er en liten hulrugende fluesnapper med rustfarget stjert.","Rødstjert er en liten insektspisende fugl som hekker i skog, parker og hager, ofte i hulrom eller fuglekasser. Hannen har grått hode, svart ansikt, oransje bryst og rustfarget stjert, mens hunnen er brunere og mer dempet.","Ca. 13–14,5 cm","Ca. 12–20 g","Rustfarget stjert som ofte dirrer. Hannen har grått hode, svart ansikt og oransje bryst.","Skog, særlig åpen barskog og blandingsskog, samt parker og hager med hulrom.","Hekker i store deler av Norge i egnede skogområder.","Trekkfugl. Ses i Norge vår til høst.","Insekter, larver, edderkopper og noe bær.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","160615","https://artsdatabanken.no/arter/takson/160615","https://snl.no/r%C3%B8dstjert","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 6 - grunnfelt kontrollert"
"Rødstrupe","roedstrupe","publish","Fugler","Erithacus rubecula","Rødstrupe er en liten og vanlig skogsfugl med oransjerødt bryst og klar sang.","Rødstrupe er en liten fugl med oransjerødt ansikt og bryst, brun overside og lys underside. Den er vanlig i skog, hager og parker, og synger ofte også utenom den mest intense vårsesongen. Arten lever av smådyr og noe bær.","Ca. 12,5–14 cm","Ca. 14–22 g","Oransjerødt ansikt og bryst, brun overside, lys buk og tynn, klar sang.","Skog, hager, parker og buskrike områder.","Hekker vanlig i store deler av Norge, særlig i skog og hagemiljøer.","Trekkfugl eller delvis overvintrende i milde områder.","Insekter, larver, edderkopper, mark, bær og små frø.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203728","https://artsdatabanken.no/arter/takson/203728","https://snl.no/r%C3%B8dstrupe","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 6 - grunnfelt kontrollert"
"Rødvingetrost","roedvingetrost","publish","Fugler","Turdus iliacus","Rødvingetrost er en vanlig trost med tydelig lys øyenbrynstripe og rustrøde kroppssider.","Rødvingetrost er en liten trost med brun overside, lys underside med mørke flekker, tydelig lys øyenbrynstripe og rustrøde sider som sees godt i flukt. Den hekker i skog, vierkratt og fjellbjørkeskog, og kan opptre i store flokker på bær om høsten.","Ca. 20–22 cm","Ca. 50–75 g","Lys øyenbrynstripe, rustrøde kroppssider og underwing, brun overside og flekket underside.","Skog, fjellbjørkeskog, vierkratt, hager og bærbuskområder under trekk.","Hekker vanlig i store deler av Norge, særlig i nordlige og høyereliggende områder.","Trekkfugl. Ses i Norge vår til høst, og enkelte kan overvintre i milde områder.","Insekter, mark, snegler, bær og frukt.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl på Fastlands-Norge.","4449","https://artsdatabanken.no/arter/takson/4449","https://snl.no/r%C3%B8dvingetrost","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 6 - grunnfelt kontrollert"
"Rørsanger","roersanger","publish","Fugler","Acrocephalus scirpaceus","Rørsanger er en liten brun sangfugl som hekker i takrør og tett våtmarksvegetasjon.","Rørsanger er en brunlig kjerrsanger som lever skjult i takrør og annen høy våtmarksvegetasjon. Den kjennes ofte best på sangen, som fremføres fra tett vegetasjon. Arten hekker i våtmark og ferskvannsområder og lever av insekter og andre smådyr.","Ca. 12–13 cm","Ca. 10–15 g","Ensartet brun overside, lys underside, avrundet stjert og skjult atferd i takrør. Sangen er rytmisk og skravlende.","Våtmark og ferskvann, særlig takrørbelter og tett sumpvegetasjon.","Hekker lokalt i Norge, særlig i Sør-Norge ved egnede takrørområder.","Trekkfugl. Ses i Norge vår til høst.","Insekter, larver, edderkopper og andre smådyr i våtmarksvegetasjon.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203667","https://artsdatabanken.no/arter/takson/203667","https://snl.no/r%C3%B8rsanger","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 6 - grunnfelt kontrollert"
"Sandlo","sandlo","publish","Fugler","Charadrius hiaticula","Sandlo er en liten lofugl som hekker på strender, grusflater, fjellvidder og andre åpne områder.","Sandlo er en liten vadefugl med brun overside, hvit underside og tydelige svarte og hvite tegninger på hodet og brystet. Den hekker på åpne grus- og sandflater, langs kysten og i fjellet. Arten søker smådyr på bakken og i strandsonen.","Ca. 18–20 cm","Ca. 45–75 g","Liten lo med oransje bein, kort nebb, svart brystbånd og tydelig svart-hvitt hode i sommerdrakt.","Fjell, fjæresone, kyst og åpne grus- eller sandflater.","Hekker langs kysten og i fjellområder i Norge.","Trekkfugl. Hekker i Norge vår og sommer og ses også under trekk.","Insekter, larver, små krepsdyr, mark og andre smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3587","https://artsdatabanken.no/arter/takson/3587","https://snl.no/sandlo","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 7 - grunnfelt kontrollert"
"Sandsvale","sandsvale","publish","Fugler","Riparia riparia","Sandsvale er en liten brun svale som hekker i kolonier i sand- og leirskråninger.","Sandsvale er den minste av de norske svalene. Den har brun overside, lys underside og et tydelig brunt brystbånd. Arten graver reirganger i sandtak, elvekanter og andre bratte løsmasseskråninger, og fanger flygende insekter over vann og åpne landskap.","Ca. 12–13 cm","Ca. 11–18 g","Liten brun svale med hvit underside og brunt brystbånd. Kortere stjert enn låvesvale.","Ferskvann, berg og ur, semi-naturlig mark, sandtak og elvekanter.","Hekker spredt i Norge der det finnes egnede sandskråninger og insektrike områder.","Trekkfugl. Ses i Norge vår til høst.","Flygende insekter som fanges i lufta.","VU – Sårbar","Finnes i Norge. Etablert hekkefugl.","203660","https://artsdatabanken.no/arter/takson/203660","https://snl.no/sandsvale","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 7 - grunnfelt kontrollert"
"Sanglerke","sanglerke","publish","Fugler","Alauda arvensis","Sanglerke er en kjent fugl i åpne jordbruks- og kulturlandskap, med langvarig sangflukt.","Sanglerke er en brunstripet lerke som ofte høres før den sees. Hannen synger høyt oppe i lufta over åpne marker, enger og åkerlandskap. Arten hekker på bakken og lever av frø og insekter, men har gått tilbake og er vurdert som nær truet i Norge.","Ca. 16–18 cm","Ca. 30–45 g","Brunstripet fugl med kort topp på hodet, lys underside og karakteristisk lang sangflukt.","Kyst, semi-naturlig mark, sterkt endret mark, jordbrukslandskap og åpne enger.","Hekker i egnede åpne landskap, særlig i lavlandet og jordbruksområder.","Trekkfugl. Ses i Norge vår til høst, og enkelte kan overvintre i milde områder.","Frø, grønne plantedeler og insekter.","NT – Nær truet","Finnes i Norge. Etablert hekkefugl.","203657","https://artsdatabanken.no/arter/takson/203657","https://snl.no/sanglerke","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 7 - grunnfelt kontrollert"
"Sangsvane","sangsvane","publish","Fugler","Cygnus cygnus","Sangsvane er en stor hvit svane med gult og svart nebb, og en karakteristisk trompetaktig lyd.","Sangsvane er en stor vannfugl som hekker ved skogsvann, myrområder og andre ferskvann. Den er hvit som voksen, med langt gult og svart nebb. Arten beiter på vannplanter og kan også beite på dyrket mark utenfor hekketiden.","Ca. 140–160 cm","Ca. 7–12 kg","Stor hvit svane med rett hals og gult nebbfelt som går kileformet framover.","Ferskvann og våtmark.","Hekker særlig i nordlige og indre deler av Norge, men har spredt seg sørover.","Hele året i deler av Norge. Mange overvintrer i isfrie ferskvann og kystområder.","Vannplanter, røtter, gras og andre plantedeler.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3472","https://artsdatabanken.no/arter/takson/3472","https://snl.no/sangsvane","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 7 - grunnfelt kontrollert"
"Sidensvans","sidensvans","publish","Fugler","Bombycilla garrulus","Sidensvans er en vakker, sosial fugl som ofte opptrer i flokker på jakt etter bær om vinteren.","Sidensvans er en mykfjæret spurvefugl med brungrå kropp, topp på hodet, svart ansiktsmaske og gule og røde vingedetaljer. Den hekker i nordlig barskog og opptrer ofte i flokker utenfor hekketiden, særlig i hager og tettsteder med rognebær.","Ca. 18–21 cm","Ca. 50–70 g","Topp på hodet, svart maske, gul stjertspiss og små røde vokslignende vingeflekker hos voksne fugler.","Skog, særlig nordlig barskog. Utenfor hekketiden også hager, parker og tettsteder med bærtrær.","Hekker i nordlige skogområder og opptrer uregelmessig over store deler av Norge vinterstid.","Hele året i deler av landet, men forekomsten varierer mye med bærtilgang.","Bær er svært viktig, særlig rognebær. Spiser også insekter i hekketiden.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203637","https://artsdatabanken.no/arter/takson/203637","https://snl.no/sidensvans","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 7 - grunnfelt kontrollert"
